id,key,value,type
4849841628,source,Bing,regular
4849841629,source,Bing,regular
4849841665,source,Bing,regular
4849841666,source,Bing,regular
4849841667,source,Bing,regular
4849841668,source,Bing,regular
4849841669,source,Bing,regular
4849841670,source,Bing,regular
4849841671,source,Bing,regular
4849841672,source,Bing,regular
4849841673,source,Bing,regular
4849841674,source,Bing,regular
4849841675,source,Bing,regular
4849841676,source,Bing,regular
4849841677,source,Bing,regular
4849841678,source,Bing,regular
4849841684,source,Bing,regular
4849841685,source,Bing,regular
4849841690,source,Bing,regular
4849841691,source,Bing,regular
4849841692,source,Bing,regular
4849841693,source,Bing,regular
4849841697,source,Bing,regular
4849841698,source,Bing,regular
4849841699,source,Bing,regular
4849841700,source,Bing,regular
4849841701,source,Bing,regular
4849841702,source,Bing,regular
