id,key,value,type
288505274,source,survey,regular
288505275,building,yes,regular
288505275,source,Bing,regular
288505276,building,residential,regular
288505276,source,Bing,regular
288505277,building,yes,regular
288505277,source,Bing,regular
288505278,building,residential,regular
288505278,source,Bing,regular
288505279,building,residential,regular
288505279,source,Bing,regular
288505280,building,yes,regular
288505280,source,Bing,regular
288505281,building,yes,regular
288505281,source,Bing,regular
288505282,access,private,regular
288505282,leisure,garden,regular
288505282,source,Bing,regular
288505283,access,private,regular
288505283,leisure,garden,regular
288505283,source,Bing,regular
288505284,barrier,wall,regular
288505284,source,OS_Edinburgh_map_1893,regular
288505285,access,private,regular
288505285,leisure,garden,regular
288505285,source,Bing,regular
288505286,access,private,regular
288505286,leisure,garden,regular
288505286,source,Bing,regular
288505287,access,private,regular
288505287,leisure,garden,regular
288505287,source,Bing,regular
288505288,access,private,regular
288505288,leisure,garden,regular
288505288,source,Bing,regular
288505289,barrier,hedge,regular
288505289,source,NLS_OS_Edinburgh_map_1940s,regular
288505290,barrier,hedge,regular
288505290,source,NLS_OS_Edinburgh_map_1940s,regular
288505291,barrier,wall,regular
288505291,source,Bing,regular
288505292,barrier,wall,regular
288505292,source,OS_Edinburgh_map_1893,regular
288505293,barrier,wall,regular
288505293,source,Bing,regular
288505294,barrier,wall,regular
288505294,source,OS_Edinburgh_map_1893,regular
288505295,barrier,wall,regular
288505295,source,OS_Edinburgh_map_1893,regular
288505296,barrier,wall,regular
288505296,source,OS_Edinburgh_map_1893,regular
288505297,barrier,wall,regular
288505297,source,NLS_OS_Edinburgh_map_1940s,regular
288505299,barrier,wall,regular
288505299,source,Bing,regular
288505300,barrier,wall,regular
288505300,source,NLS_OS_Edinburgh_map_1940s,regular
288505301,access,private,regular
288505301,leisure,garden,regular
288505301,source,Bing,regular
288505303,access,private,regular
288505303,leisure,garden,regular
288505303,source,Bing,regular
288505304,barrier,wall,regular
288505304,source,OS_Edinburgh_map_1893,regular
288505305,barrier,wall,regular
288505305,source,Bing,regular
288505306,access,private,regular
288505306,amenity,parking,regular
288505306,source,survey,regular
288512435,city,Edinburgh,addr
288512435,housename,Lady Stairs House,addr
288512435,postcode,EH1 2PA,addr
288512435,street,Lady Stair's Close,addr
288512435,building,yes,regular
288512435,source,NLS_OS_Edinburgh_map_1940s,regular
288512438,building,yes,regular
288512438,source,Bing,regular
288512439,building,yes,regular
288512439,source,Bing,regular
288512441,building,yes,regular
288512441,source,Bing,regular
288512442,building,yes,regular
288512442,source,Bing,regular
288512445,building,yes,regular
288512445,source,Bing,regular
288512447,building,yes,regular
288512447,source,Bing,regular
288512452,building,yes,regular
288512452,source,Bing,regular
288512455,building,yes,regular
288512455,source,Bing,regular
288512456,highway,steps,regular
288512456,incline,up,regular
288512456,source,Bing,regular
288512457,highway,steps,regular
288512457,incline,up,regular
288512457,source,Bing,regular
288512458,barrier,fence,regular
288512458,fence_type,metal,regular
288512458,source,Bing,regular
288512460,barrier,fence,regular
288512460,fence_type,metal,regular
288512460,source,Bing,regular
288512462,barrier,wall,regular
288512462,source,Bing,regular
288512464,barrier,fence,regular
288512464,fence_type,metal,regular
288512464,source,Bing,regular
288512466,barrier,fence,regular
288512466,fence_type,metal,regular
288512466,source,Bing,regular
288512468,barrier,fence,regular
288512468,fence_type,metal,regular
288512468,source,Bing,regular
288512470,barrier,fence,regular
288512470,fence_type,metal,regular
288512470,source,Bing,regular
288512472,barrier,fence,regular
288512472,fence_type,metal,regular
288512472,source,Bing,regular
288512473,barrier,wall,regular
288512473,source,Bing,regular
288512475,barrier,fence,regular
288512475,fence_type,concrete,regular
288512475,source,Bing,regular
288512476,barrier,fence,regular
288512476,fence_type,metal,regular
288512476,source,Bing,regular
288512478,barrier,fence,regular
288512478,fence_type,metal,regular
288512478,source,Bing,regular
288512480,barrier,fence,regular
288512480,fence_type,metal,regular
288512480,source,Bing,regular
288512482,barrier,fence,regular
288512482,fence_type,metal,regular
288512482,source,Bing,regular
288512484,barrier,fence,regular
288512484,fence_type,metal,regular
288512484,source,Bing,regular
288512485,barrier,fence,regular
288512485,fence_type,metal,regular
288512485,source,Bing,regular
288512487,barrier,fence,regular
288512487,fence_type,metal,regular
288512487,source,Bing,regular
288512489,barrier,fence,regular
288512489,fence_type,metal,regular
288512489,source,Bing,regular
288512491,barrier,wall,regular
288512491,source,Bing,regular
288512493,barrier,fence,regular
288512493,fence_type,metal,regular
288512493,source,Bing,regular
288512495,barrier,fence,regular
288512495,fence_type,metal,regular
288512495,source,Bing,regular
288512497,barrier,fence,regular
288512497,fence_type,metal,regular
288512497,source,Bing,regular
288512499,barrier,fence,regular
288512499,fence_type,metal,regular
288512499,source,Bing,regular
288512501,barrier,fence,regular
288512501,fence_type,metal,regular
288512501,source,Bing,regular
288512503,barrier,fence,regular
288512503,fence_type,metal,regular
288512503,source,Bing,regular
288512505,barrier,fence,regular
288512505,fence_type,concrete,regular
288512505,source,Bing,regular
288512507,access,private,regular
288512507,amenity,parking,regular
288512507,source,Bing,regular
288632823,building,house,regular
288632823,source,NLS_OS_Edinburgh_map_1940s,regular
288632824,building,school,regular
288632824,source,Bing,regular
288632825,building,yes,regular
288632825,source,Bing,regular
288632826,building,school,regular
288632826,source,OS_Edinburgh_map_1893,regular
288632827,building,yes,regular
288632827,source,Bing,regular
288632828,building,yes,regular
288632828,source,Bing,regular
288632829,building,yes,regular
288632829,source,Bing,regular
288632830,building,yes,regular
288632830,source,Bing,regular
288632831,building,school,regular
288632831,source,survey,regular
288632832,barrier,wall,regular
288632832,source,survey,regular
288632833,barrier,wall,regular
288632833,source,survey,regular
288632834,barrier,wall,regular
288632834,source,survey,regular
288632835,access,private,regular
288632835,barrier,fence,regular
288632835,fence_type,metal,regular
288632835,source,survey,regular
288632836,barrier,wall,regular
288632836,source,survey,regular
288632837,access,private,regular
288632837,barrier,fence,regular
288632837,fence_type,metal,regular
288632837,source,survey,regular
288632838,barrier,wall,regular
288632838,source,OS_Edinburgh_map_1893,regular
288632839,barrier,wall,regular
288632839,source,NLS_OS_Edinburgh_map_1940s,regular
288632840,barrier,fence,regular
288632840,fence_type,metal,regular
288632840,source,survey,regular
288632841,barrier,fence,regular
288632841,fence_type,metal,regular
288632841,source,survey,regular
288632842,barrier,wall,regular
288632842,source,survey,regular
288632843,access,private,regular
288632843,leisure,garden,regular
288632843,source,Bing,regular
288662402,building,yes,regular
288662402,source,Bing,regular
288662403,highway,footway,regular
288662403,name,Wardrop's Court,regular
288662403,source,Bing,regular
288662404,barrier,fence,regular
288662404,fence_type,metal,regular
288662404,source,Bing,regular
288662405,barrier,fence,regular
288662405,fence_type,metal,regular
288662405,source,Bing,regular
288662406,barrier,fence,regular
288662406,fence_type,metal,regular
288662406,source,Bing,regular
288666066,building,garage,regular
288666066,source,survey,regular
288666067,building,residential,regular
288666067,source,survey,regular
288666068,barrier,fence,regular
288666068,fence_type,metal,regular
288666068,note,fence on a wall in reality,regular
288666068,source,survey,regular
288666069,barrier,wall,regular
288666069,source,survey,regular
288666070,barrier,wall,regular
288666070,source,survey,regular
288666071,barrier,wall,regular
288666071,source,survey,regular
288666072,barrier,wall,regular
288666072,source,survey,regular
288666073,barrier,fence,regular
288666073,fence_type,metal,regular
288666073,source,survey,regular
288666074,barrier,fence,regular
288666074,fence_type,wood,regular
288666074,source,survey,regular
288666075,barrier,fence,regular
288666075,fence_type,metal,regular
288666075,note,fence on a wall in reality,regular
288666075,source,survey,regular
288666076,barrier,wall,regular
288666076,source,survey,regular
288666077,access,private,regular
288666077,leisure,garden,regular
288666077,source,Bing,regular
288667457,barrier,wall,regular
288667457,source,survey,regular
288667458,barrier,wall,regular
288667458,source,OS_Edinburgh_map_1893,regular
288667729,highway,footway,regular
288667729,name,Jollie's Close,regular
288667729,source,Bing,regular
288667730,covered,yes,regular
288667730,highway,footway,regular
288667730,name,Jollie's Close,regular
288667730,source,Bing,regular
288667731,covered,yes,regular
288667731,highway,footway,regular
288667731,name,Semple's Close,regular
288667731,source,Bing,regular
288667732,highway,footway,regular
288667732,name,Semple's Close,regular
288667732,source,Bing,regular
288667733,source,Bing,regular
288667734,building,yes,regular
288667734,source,Bing,regular
288667735,building,yes,regular
288667735,source,Bing,regular
288667736,building,yes,regular
288667736,source,Bing,regular
288667737,building,yes,regular
288667737,source,Bing,regular
288667738,building,yes,regular
288667738,source,Bing,regular
288667739,building,yes,regular
288667739,source,Bing,regular
288667740,highway,footway,regular
288667740,source,Bing,regular
288667741,highway,service,regular
288667741,maxspeed,20 mph,regular
288667741,source,Bing,regular
288667742,highway,service,regular
288667742,source,Bing,regular
288667742,tunnel,building_passage,regular
288667743,highway,steps,regular
288667743,source,Bing,regular
288667744,highway,footway,regular
288667744,source,Bing,regular
288667745,highway,service,regular
288667745,source,Bing,regular
288667746,barrier,wall,regular
288667746,source,Bing,regular
288667747,barrier,wall,regular
288667747,source,Bing,regular
288667748,barrier,wall,regular
288667748,source,Bing,regular
288667749,barrier,wall,regular
288667749,source,Bing,regular
288667750,barrier,wall,regular
288667750,source,Bing,regular
288667751,barrier,wall,regular
288667751,source,Bing,regular
288667752,barrier,wall,regular
288667752,source,Bing,regular
288667753,access,private,regular
288667753,amenity,parking,regular
288667753,source,Bing,regular
288701476,covered,yes,regular
288701476,highway,footway,regular
288701476,name,East Entry,regular
288701476,source,Bing,regular
288701478,highway,footway,regular
288701478,name,East Entry,regular
288701478,source,Bing,regular
288701480,covered,yes,regular
288701480,highway,footway,regular
288701480,name,Mid Entry,regular
288701480,source,Bing,regular
288701481,highway,footway,regular
288701481,name,Mid Entry,regular
288701481,source,Bing,regular
288701483,alt_name,Mylne's Court,regular
288701483,highway,steps,regular
288701483,incline,up,regular
288701483,name,Milne's Court,regular
288701483,source,Bing,regular
288701484,alt_name,Mylne's Court,regular
288701484,covered,yes,regular
288701484,highway,steps,regular
288701484,incline,up,regular
